t,u,v,w,p,q,r,xf,yf,zf,e0,ex,ey,ez,thr1 commanded,thr2 commanded,thr3 commanded,thr4 commanded,thr1 actual,thr2 actual,thr3 actual,thr4 actual
   0.2595324219933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2603861739933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2610859429933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2611923169933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2613014749933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2613906899933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2614919209933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2614924169933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2614928089933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2614931839933342E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2614935559933343E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2614939189933343E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2616666769933305E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2620000019933018E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2623333429932929E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2637170569932846E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2638245359932845E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2639061519932845E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2639068309932846E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2640000139932791E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2643338769932741E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2646667529932526E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2650000109932175E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2657288869932176E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2669240339932175E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2678184269932175E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2679783629932176E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2680642279932175E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2681354199932176E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2682166579932176E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2682172139932176E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2682176659932176E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2683333339932053E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2686666699931962E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2690000019931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2697820869931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2707520169931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2712622619931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2713535159931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2714589419931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2714602649931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2714608809931659E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2716666709931597E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2720000149931083E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2723335089930800E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2734129689930656E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2739027269930656E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
   0.2739949159930656E+002,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,  -0.2000000000000000E+002,   0.1000000000000000E+001,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000,   0.0000000000000000E+000
